"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Input.audio_url","Answer.audio-naturalness.label","Approve","Reject"
"302OLP89D1PT830KIJYARUTG64JACA","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:28 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:28 PDT 2020","","","36W0OB37HZWOD3G265XC7YCSJTGHZ7","A171S8E9IFSHH2","Submitted","Mon Apr 27 17:00:52 PDT 2020","Mon Apr 27 17:04:35 PDT 2020","Thu Apr 30 17:04:35 PDT 2020","","","","223","100% (164/164)","0% (0/0)","0% (0/0)","Second, the adequacy of other advance preparations for the security of the President, during his visit to Dallas,","https://xilaili.github.io/wavs/0003/audio_041.wav","Good - Mostly natural speech"
"302OLP89D1PT830KIJYARUTG64JACA","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:28 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:28 PDT 2020","","","3NGI5ARFTWNJVOTIH7WPODU7S5EP1W","A2QD9PJUKW7PKK","Submitted","Mon Apr 27 17:03:11 PDT 2020","Mon Apr 27 17:05:18 PDT 2020","Thu Apr 30 17:05:18 PDT 2020","","","","127","100% (100/100)","0% (0/0)","0% (0/0)","Second, the adequacy of other advance preparations for the security of the President, during his visit to Dallas,","https://xilaili.github.io/wavs/0003/audio_041.wav","Excellent - Completely natural speech"
"302OLP89D1PT830KIJYARUTG64JACA","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:28 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:28 PDT 2020","","","3X08E93BHY06S4CA8H9XD9U75B4665","A1F1BIPJR11LSR","Submitted","Mon Apr 27 17:02:19 PDT 2020","Mon Apr 27 17:05:23 PDT 2020","Thu Apr 30 17:05:23 PDT 2020","","","","184","100% (183/183)","100% (12/12)","0% (0/0)","Second, the adequacy of other advance preparations for the security of the President, during his visit to Dallas,","https://xilaili.github.io/wavs/0003/audio_041.wav","Good - Mostly natural speech"
"304QEQWKZR2YGFZ5GMA8XOBKMWQ0O6","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:27 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:27 PDT 2020","","","37M28K1J0TVJ313KIDKY2I1YN0GJAG","A37WXDYYT7RCZ0","Submitted","Mon Apr 27 17:08:41 PDT 2020","Mon Apr 27 17:08:48 PDT 2020","Thu Apr 30 17:08:48 PDT 2020","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","which was generally more formally Gothic than the printing of the German workmen,","https://xilaili.github.io/wavs/0003/audio_018.wav","Excellent - Completely natural speech"
"304QEQWKZR2YGFZ5GMA8XOBKMWQ0O6","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:27 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:27 PDT 2020","","","3NQL1CS15UQTQE1HF8CX8SUZLEPYVP","A1UC5HHLB8VIJE","Submitted","Mon Apr 27 17:08:46 PDT 2020","Mon Apr 27 17:09:01 PDT 2020","Thu Apr 30 17:09:01 PDT 2020","","","","15","100% (21/21)","0% (0/0)","0% (0/0)","which was generally more formally Gothic than the printing of the German workmen,","https://xilaili.github.io/wavs/0003/audio_018.wav","Excellent - Completely natural speech"
"304QEQWKZR2YGFZ5GMA8XOBKMWQ0O6","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:27 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:27 PDT 2020","","","3Z7EFSHGNCW8R057JVVQZMZ1Y1ECXX","A1UTBDKOQ2MKUD","Submitted","Mon Apr 27 17:03:29 PDT 2020","Mon Apr 27 17:03:37 PDT 2020","Thu Apr 30 17:03:37 PDT 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","which was generally more formally Gothic than the printing of the German workmen,","https://xilaili.github.io/wavs/0003/audio_018.wav","Excellent - Completely natural speech"
"30QQTY5GMM27BVJMX77QB9DWCWK7UQ","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:30 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:30 PDT 2020","","","30JNVC0ORC2FZBFBJ9EZG50OEQWQHN","A2LN42YO5UY41W","Submitted","Mon Apr 27 17:04:17 PDT 2020","Mon Apr 27 17:04:44 PDT 2020","Thu Apr 30 17:04:44 PDT 2020","","","","27","100% (75/75)","0% (0/0)","0% (0/0)","nineteen dollars, ninety-five cents, plus one dollar, twenty-seven cents shipping charge, had been collected from the consignee, Hidell.","https://xilaili.github.io/wavs/0003/audio_075.wav","Good - Mostly natural speech"
"30QQTY5GMM27BVJMX77QB9DWCWK7UQ","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:30 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:30 PDT 2020","","","33LK57MYLWND3CUIHZ9BBCJUS4ZSZ5","A2QD9PJUKW7PKK","Submitted","Mon Apr 27 17:07:06 PDT 2020","Mon Apr 27 17:10:56 PDT 2020","Thu Apr 30 17:10:56 PDT 2020","","","","230","100% (100/100)","0% (0/0)","0% (0/0)","nineteen dollars, ninety-five cents, plus one dollar, twenty-seven cents shipping charge, had been collected from the consignee, Hidell.","https://xilaili.github.io/wavs/0003/audio_075.wav","Fair - Equally natural and unnatural speech"
"30QQTY5GMM27BVJMX77QB9DWCWK7UQ","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:30 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:30 PDT 2020","","","3IXQG4FA2WGZGZV32FTH8Z719DN9B4","A1F1BIPJR11LSR","Submitted","Mon Apr 27 17:02:54 PDT 2020","Mon Apr 27 17:06:00 PDT 2020","Thu Apr 30 17:06:00 PDT 2020","","","","186","100% (183/183)","100% (12/12)","0% (0/0)","nineteen dollars, ninety-five cents, plus one dollar, twenty-seven cents shipping charge, had been collected from the consignee, Hidell.","https://xilaili.github.io/wavs/0003/audio_075.wav","Good - Mostly natural speech"
"30UZJB2POJU8PXSKUUWSQG908D535Z","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:00:28 PDT 2020","3","BatchId:4012294;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:00:28 PDT 2020","","","34Z02EIMIVVHGR172519FICUCGTT02","AVFHRN0S32V2H","Submitted","Mon Apr 27 17:04:20 PDT 2020","Mon Apr 27 17:11:18 PDT 2020","Thu Apr 30 17:11:18 PDT 2020","","","","418","100% (77/77)","100% (36/36)","0% (0/0)","provided by other agencies.","https://xilaili.github.io/wavs/0003/audio_039.wav","Good - Mostly natural speech"
