"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.text","Input.audio_url","Answer.audio-naturalness.label","Approve","Reject"
"3Q9SPIIRWL42M16PZAYB3O0JYK1AWJ","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","326O153BMLG9QSK4OM09V3WC3VHDER","A1Y0Y6U906ABT5","Submitted","Mon Apr 27 17:07:58 PDT 2020","Mon Apr 27 17:11:32 PDT 2020","Thu Apr 30 17:11:32 PDT 2020","","","","214","57% (4/7)","100% (1/1)","0% (0/0)","From the Presidential airplane, the Vice President telephoned Attorney General Robert F. Kennedy,","https://xilaili.github.io/wavs/00000/000.wav","Excellent - Completely natural speech"
"3Q9SPIIRWL42M16PZAYB3O0JYK1AWJ","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3MX2NQ3YCCCNSFWS4L8ILGTR6KU5XK","AMWIBULQ4S8K3","Submitted","Mon Apr 27 17:08:00 PDT 2020","Mon Apr 27 17:14:18 PDT 2020","Thu Apr 30 17:14:18 PDT 2020","","","","378","0% (0/0)","0% (0/0)","0% (0/0)","From the Presidential airplane, the Vice President telephoned Attorney General Robert F. Kennedy,","https://xilaili.github.io/wavs/00000/000.wav","Good - Mostly natural speech"
"3Q9SPIIRWL42M16PZAYB3O0JYK1AWJ","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3ZQIG0FLQHYP196H07U9NV9JA6PWVO","A2B6WQG0A9CKXQ","Submitted","Mon Apr 27 17:06:25 PDT 2020","Mon Apr 27 17:11:40 PDT 2020","Thu Apr 30 17:11:40 PDT 2020","","","","315","0% (0/0)","0% (0/0)","0% (0/0)","From the Presidential airplane, the Vice President telephoned Attorney General Robert F. Kennedy,","https://xilaili.github.io/wavs/00000/000.wav","Excellent - Completely natural speech"
"3MZ3TAMYTN5CKN81C4GIXNGLJDRIRS","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3C8HJ7UOPACA5HHDX2DPZ3KO0FHMZN","A1MJVTR0PCKBWW","Submitted","Mon Apr 27 17:06:29 PDT 2020","Mon Apr 27 17:07:39 PDT 2020","Thu Apr 30 17:07:39 PDT 2020","","","","70","100% (2000/2000)","100% (339/339)","0% (0/0)","The books and journals he was to keep were minutely specified, and his constant presence in or near the jail was insisted upon.","https://xilaili.github.io/wavs/00000/001.wav","Excellent - Completely natural speech"
"3MZ3TAMYTN5CKN81C4GIXNGLJDRIRS","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3WJEQKOXABKC8KNGSOESYI5CTJFA12","AVFHRN0S32V2H","Submitted","Mon Apr 27 17:05:46 PDT 2020","Mon Apr 27 17:12:35 PDT 2020","Thu Apr 30 17:12:35 PDT 2020","","","","409","100% (77/77)","100% (36/36)","0% (0/0)","The books and journals he was to keep were minutely specified, and his constant presence in or near the jail was insisted upon.","https://xilaili.github.io/wavs/00000/001.wav","Good - Mostly natural speech"
"3MZ3TAMYTN5CKN81C4GIXNGLJDRIRS","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3Z7EFSHGNCW8R057JVVQZMZ1Y1FCXY","A17D6BK59S31BM","Submitted","Mon Apr 27 17:06:51 PDT 2020","Mon Apr 27 17:06:55 PDT 2020","Thu Apr 30 17:06:55 PDT 2020","","","","4","100% (8/8)","0% (0/0)","0% (0/0)","The books and journals he was to keep were minutely specified, and his constant presence in or near the jail was insisted upon.","https://xilaili.github.io/wavs/00000/001.wav","Excellent - Completely natural speech"
"3OPLMF3EU75TVQOF40WEGJ33ZKWNLN","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3A9AA95ATZ4IJ6U1IUY1R37O4LKP5F","A3LA5P3N3KI8U7","Submitted","Mon Apr 27 17:06:29 PDT 2020","Mon Apr 27 17:10:55 PDT 2020","Thu Apr 30 17:10:55 PDT 2020","","","","266","100% (282/282)","0% (0/0)","0% (0/0)","the officers of Klein's discovered that a rifle bearing serial number C two seven six six had been shipped to one A. Hidell,","https://xilaili.github.io/wavs/00000/002.wav","Excellent - Completely natural speech"
"3OPLMF3EU75TVQOF40WEGJ33ZKWNLN","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3B837J3LDRE41L8R7IFYP9HVJNGRSB","A1MJVTR0PCKBWW","Submitted","Mon Apr 27 17:06:23 PDT 2020","Mon Apr 27 17:07:19 PDT 2020","Thu Apr 30 17:07:19 PDT 2020","","","","56","100% (2000/2000)","100% (339/339)","0% (0/0)","the officers of Klein's discovered that a rifle bearing serial number C two seven six six had been shipped to one A. Hidell,","https://xilaili.github.io/wavs/00000/002.wav","Excellent - Completely natural speech"
"3OPLMF3EU75TVQOF40WEGJ33ZKWNLN","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3PH3VY7DJOF6ATBR14JC81MFYHUWZN","A2LN42YO5UY41W","Submitted","Mon Apr 27 17:03:44 PDT 2020","Mon Apr 27 17:04:06 PDT 2020","Thu Apr 30 17:04:06 PDT 2020","","","","22","100% (75/75)","0% (0/0)","0% (0/0)","the officers of Klein's discovered that a rifle bearing serial number C two seven six six had been shipped to one A. Hidell,","https://xilaili.github.io/wavs/00000/002.wav","Good - Mostly natural speech"
"3QREJ3J435FSNK3C7N4YORMZ5PRLKG","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","36ZN444YTUGCAUDFAE4GRC63Z2UIO1","A37WXDYYT7RCZ0","Submitted","Mon Apr 27 17:07:08 PDT 2020","Mon Apr 27 17:07:16 PDT 2020","Thu Apr 30 17:07:16 PDT 2020","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","After the end of the fifteenth century the degradation of printing, especially in Germany and Italy,","https://xilaili.github.io/wavs/00000/003.wav","Excellent - Completely natural speech"
"3QREJ3J435FSNK3C7N4YORMZ5PRLKG","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3K772S5NPBTQ28P6AIJZMOBAVN9HE3","A3UUH3632AI3ZX","Submitted","Mon Apr 27 17:06:07 PDT 2020","Mon Apr 27 17:14:02 PDT 2020","Thu Apr 30 17:14:02 PDT 2020","","","","475","100% (269/270)","0% (0/0)","0% (0/0)","After the end of the fifteenth century the degradation of printing, especially in Germany and Italy,","https://xilaili.github.io/wavs/00000/003.wav","Good - Mostly natural speech"
"3QREJ3J435FSNK3C7N4YORMZ5PRLKG","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3X1FV8S5J09T4NGHL2QR1SNVGI0GVA","A1L5H5KX16J1LS","Submitted","Mon Apr 27 17:08:56 PDT 2020","Mon Apr 27 17:09:11 PDT 2020","Thu Apr 30 17:09:11 PDT 2020","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","After the end of the fifteenth century the degradation of printing, especially in Germany and Italy,","https://xilaili.github.io/wavs/00000/003.wav","Fair - Equally natural and unnatural speech"
"3I01FDIL6OQE8SBU50065IS0FG3D26","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","36W0OB37HZWOD3G265XC7YCSJTJZHS","A37WXDYYT7RCZ0","Submitted","Mon Apr 27 17:10:23 PDT 2020","Mon Apr 27 17:10:29 PDT 2020","Thu Apr 30 17:10:29 PDT 2020","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","The window was approximately one hundred twenty feet away.","https://xilaili.github.io/wavs/00000/004.wav","Excellent - Completely natural speech"
"3I01FDIL6OQE8SBU50065IS0FG3D26","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3EJJQNKU9UNFBCUBWO3ZLVATAC0HRH","A1F1BIPJR11LSR","Submitted","Mon Apr 27 17:10:20 PDT 2020","Mon Apr 27 17:14:08 PDT 2020","Thu Apr 30 17:14:08 PDT 2020","","","","228","100% (183/183)","100% (12/12)","0% (0/0)","The window was approximately one hundred twenty feet away.","https://xilaili.github.io/wavs/00000/004.wav","Good - Mostly natural speech"
"3I01FDIL6OQE8SBU50065IS0FG3D26","373P3486EI5ZF6FOFDJDFJGCCICC88","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.06","Mon Apr 27 17:03:39 PDT 2020","3","BatchId:4012303;OriginalHitTemplateId:928390811;","600","259200","Thu Apr 30 17:03:39 PDT 2020","","","3VNXK88KKF0EPDT97WKH9B18C559VC","A2LN42YO5UY41W","Submitted","Mon Apr 27 17:09:25 PDT 2020","Mon Apr 27 17:09:41 PDT 2020","Thu Apr 30 17:09:41 PDT 2020","","","","16","100% (75/75)","0% (0/0)","0% (0/0)","The window was approximately one hundred twenty feet away.","https://xilaili.github.io/wavs/00000/004.wav","Excellent - Completely natural speech"
